payment_id,account_id,borrower_id,event_at,payment_reference,amount,payment_status,payment_method,provider_id,audited_recovery,rejection_reason
PAYMENT0000534,ACC0020682,BRW0006899,2026-06-02 11:42:26,TXN0000008580,92716.64,PENDING,CARD,VND0000013,0,NON_SUCCESS_STATUS
PAYMENT0022773,ACC0009881,BRW0010223,2026-06-02 11:44:45,TXN0000031279,64468.84,SUCCESS,NACH,VND0000013,0,AMBIGUOUS_REFERENCE
PAYMENT0009302,ACC0028606,BRW0005340,2026-06-02 12:11:56,TXN0000062931,876.64,SUCCESS,CASH,VND0000009,0,AMBIGUOUS_REFERENCE
PAYMENT0017461,ACC0015500,BRW0003846,2026-06-02 12:44:53,TXN0000041689,15301.18,REVERSED,NACH,VND0000001,0,NON_SUCCESS_STATUS
PAYMENT0019515,ACC0001744,BRW0009146,2026-06-02 12:53:20,TXN0000016317,19727.59,PENDING,NETBANKING,VND0000010,0,NON_SUCCESS_STATUS
PAYMENT0004197,ACC0016541,BRW0004709,2026-06-02 13:00:01,TXN0000054707,7130.01,SUCCESS,UPI,VND0000012,0,AMBIGUOUS_REFERENCE
PAYMENT0015321,ACC0029044,BRW0003093,2026-06-02 13:18:57,TXN0000042699,14365.86,PENDING,CARD,VND0000009,0,NON_SUCCESS_STATUS
PAYMENT0001404,ACC0024316,BRW0010380,2026-06-02 13:21:45,TXN0000057444,135735.84,REVERSED,CASH,VND0000012,0,NON_SUCCESS_STATUS
PAYMENT0010121,ACC0022079,BRW0006895,2026-06-02 13:47:58,TXN0000047001,68965.49,FAILED,NACH,VND0000004,0,NON_SUCCESS_STATUS
PAYMENT0024119,ACC0000231,BRW0005897,2026-06-02 14:45:42,TXN0000042908,91007.89,REVERSED,NACH,VND0000014,0,NON_SUCCESS_STATUS
PAYMENT0015108,ACC0014122,BRW0006469,2026-06-02 14:52:42,TXN0000042390,144068.84,PENDING,NACH,VND0000010,0,NON_SUCCESS_STATUS
PAYMENT0020493,ACC0010847,BRW0004934,2026-06-02 15:42:37,TXN0000010427,110887.29,FAILED,CASH,VND0000002,0,NON_SUCCESS_STATUS
PAYMENT0023357,ACC0024906,BRW0005327,2026-06-02 15:45:44,TXN0000006036,87409.01,SUCCESS,CASH,VND0000006,0,AMBIGUOUS_REFERENCE
PAYMENT0019520,ACC0019181,BRW0011617,2026-06-02 15:55:08,TXN0000007857,50055.29,FAILED,UPI,VND0000010,0,NON_SUCCESS_STATUS
PAYMENT0015998,ACC0011538,BRW0007723,2026-06-02 15:58:18,TXN0000007340,145966.9,FAILED,CARD,VND0000013,0,NON_SUCCESS_STATUS
PAYMENT0003941,ACC0029640,BRW0006006,2026-06-02 16:56:38,TXN0000050711,117379.06,PENDING,NACH,VND0000010,0,NON_SUCCESS_STATUS
PAYMENT0006734,ACC0025104,BRW0010009,2026-06-02 17:04:17,TXN0000062105,29669.91,FAILED,CARD,VND0000002,0,NON_SUCCESS_STATUS
PAYMENT0023457,ACC0010340,BRW0005614,2026-06-02 18:20:08,TXN0000055793,99364.86,SUCCESS,NETBANKING,VND0000011,0,AMBIGUOUS_REFERENCE
PAYMENT0012648,ACC0008153,BRW0003545,2026-06-02 19:14:32,TXN0000001266,93019.45,SUCCESS,NACH,VND0000006,0,AMBIGUOUS_REFERENCE
PAYMENT0017042,ACC0020015,BRW0011773,2026-06-02 19:28:37,TXN0000013902,24437.05,SUCCESS,NACH,VND0000015,0,AMBIGUOUS_REFERENCE
PAYMENT0013441,ACC0011592,BRW0003297,2026-06-02 19:35:09,TXN0000001134,138837.35,SUCCESS,NACH,VND0000009,0,AMBIGUOUS_REFERENCE
PAYMENT0023850,ACC0022037,BRW0008261,2026-06-02 22:46:07,TXN0000001337,87840.72,PENDING,CASH,VND0000008,0,NON_SUCCESS_STATUS
PAYMENT0023198,ACC0005174,BRW0002358,2026-06-02 22:48:19,TXN0000037113,84951.42,FAILED,UPI,VND0000008,0,NON_SUCCESS_STATUS
PAYMENT0009567,ACC0028722,BRW0001533,2026-06-02 22:54:55,TXN0000036132,77725.26,SUCCESS,NACH,VND0000014,0,AMBIGUOUS_REFERENCE
PAYMENT0019470,ACC0022346,BRW0000597,2026-06-02 23:22:07,TXN0000007609,16429.4,SUCCESS,CARD,VND0000003,0,AMBIGUOUS_REFERENCE
PAYMENT0011610,ACC0027693,BRW0005299,2026-06-03 00:00:14,TXN0000007689,81975.26,SUCCESS,CARD,VND0000001,0,AMBIGUOUS_REFERENCE
PAYMENT0008219,ACC0026806,BRW0003468,2026-06-03 00:14:12,TXN0000061076,3209.67,PENDING,CARD,VND0000013,0,NON_SUCCESS_STATUS
PAYMENT0001192,ACC0028811,BRW0003313,2026-06-03 00:32:57,TXN0000020152,78929.95,PENDING,NACH,VND0000006,0,NON_SUCCESS_STATUS
PAYMENT0024064,ACC0009082,BRW0010462,2026-06-03 01:26:39,TXN0000033145,55967.99,FAILED,NACH,VND0000013,0,NON_SUCCESS_STATUS
PAYMENT0017165,ACC0009293,BRW0009387,2026-06-03 01:29:27,TXN0000065544,92581.84,FAILED,CARD,VND0000014,0,NON_SUCCESS_STATUS
PAYMENT0006127,ACC0014707,BRW0003152,2026-06-03 02:42:07,TXN0000044688,75225.19,FAILED,UPI,VND0000011,0,NON_SUCCESS_STATUS
PAYMENT0015719,ACC0016544,BRW0008651,2026-06-03 03:02:44,TXN0000010639,106409.83,SUCCESS,CASH,VND0000009,0,AMBIGUOUS_REFERENCE
PAYMENT0012812,ACC0025187,BRW0003028,2026-06-03 03:15:10,TXN0000015971,34962.99,REVERSED,NACH,VND0000015,0,NON_SUCCESS_STATUS
PAYMENT0020804,ACC0018864,BRW0005549,2026-06-03 03:59:26,TXN0000037393,80421.82,PENDING,CASH,VND0000011,0,NON_SUCCESS_STATUS
PAYMENT0007660,ACC0003323,BRW0004535,2026-06-03 05:07:28,TXN0000060087,103844.91,PENDING,UPI,VND0000014,0,NON_SUCCESS_STATUS
PAYMENT0014291,ACC0014256,BRW0008471,2026-06-03 05:37:46,TXN0000043620,133205.26,SUCCESS,UPI,VND0000005,0,AMBIGUOUS_REFERENCE
PAYMENT0023779,ACC0006692,BRW0010344,2026-06-03 05:39:06,TXN0000040228,34243.17,FAILED,CARD,VND0000011,0,NON_SUCCESS_STATUS
PAYMENT0018029,ACC0004145,BRW0003194,2026-06-03 06:04:38,TXN0000020957,65255.4,SUCCESS,CARD,VND0000007,0,AMBIGUOUS_REFERENCE
PAYMENT0000995,ACC0010148,BRW0004572,2026-06-03 08:55:16,TXN0000065545,49508.72,SUCCESS,NETBANKING,VND0000011,0,AMBIGUOUS_REFERENCE
PAYMENT0024804,ACC0004289,BRW0004015,2026-06-03 09:25:39,TXN0000045761,125283.96,SUCCESS,CASH,VND0000013,0,AMBIGUOUS_REFERENCE
PAYMENT0009124,ACC0001001,BRW0006474,2026-06-03 09:35:05,TXN0000052034,17640.89,SUCCESS,CASH,VND0000012,0,AMBIGUOUS_REFERENCE
PAYMENT0001506,ACC0004539,BRW0010638,2026-06-03 10:03:41,TXN0000061149,64319.32,PENDING,NETBANKING,VND0000002,0,NON_SUCCESS_STATUS
PAYMENT0019589,ACC0009389,BRW0011458,2026-06-03 11:14:26,TXN0000032278,135282.5,SUCCESS,NETBANKING,VND0000002,0,AMBIGUOUS_REFERENCE
PAYMENT0010446,ACC0011068,BRW0010332,2026-06-03 12:16:08,TXN0000002068,91437.92,REVERSED,NACH,VND0000004,0,NON_SUCCESS_STATUS
PAYMENT0009374,ACC0028948,BRW0005292,2026-06-03 12:34:18,TXN0000005338,125441.31,SUCCESS,UPI,VND0000013,0,AMBIGUOUS_REFERENCE
PAYMENT0008272,ACC0014880,BRW0001366,2026-06-03 14:02:27,TXN0000051309,145926.99,FAILED,NETBANKING,VND0000005,0,NON_SUCCESS_STATUS
PAYMENT0021622,ACC0028954,BRW0009792,2026-06-03 14:45:53,TXN0000048022,49773.47,FAILED,CASH,VND0000003,0,NON_SUCCESS_STATUS
PAYMENT0002937,ACC0013943,BRW0003742,2026-06-03 14:55:18,TXN0000041016,79125.71,REVERSED,CASH,VND0000011,0,NON_SUCCESS_STATUS
PAYMENT0007728,ACC0010355,BRW0005297,2026-06-03 15:04:07,TXN0000020360,76488.31,SUCCESS,CARD,VND0000015,0,AMBIGUOUS_REFERENCE
PAYMENT0020186,ACC0009879,BRW0006539,2026-06-03 15:04:11,TXN0000023451,38461.48,PENDING,NACH,VND0000006,0,NON_SUCCESS_STATUS
PAYMENT0020082,ACC0022160,BRW0001235,2026-06-03 15:28:33,TXN0000045252,73296.65,PENDING,NETBANKING,VND0000010,0,NON_SUCCESS_STATUS
PAYMENT0023515,ACC0013821,BRW0002954,2026-06-03 15:31:18,TXN0000041191,105947.53,SUCCESS,NETBANKING,VND0000005,0,AMBIGUOUS_REFERENCE
PAYMENT0004211,ACC0002026,BRW0006722,2026-06-03 15:35:11,TXN0000061702,94017.75,FAILED,NETBANKING,VND0000010,0,NON_SUCCESS_STATUS
PAYMENT0019744,ACC0016142,BRW0002608,2026-06-03 16:23:59,TXN0000013313,122858.54,FAILED,NETBANKING,VND0000006,0,NON_SUCCESS_STATUS
PAYMENT0003274,ACC0002419,BRW0010342,2026-06-03 17:09:53,TXN0000014933,95265.22,FAILED,CARD,VND0000002,0,NON_SUCCESS_STATUS
PAYMENT0001606,ACC0028762,BRW0009915,2026-06-03 17:53:32,TXN0000059814,72485.64,REVERSED,CASH,VND0000001,0,NON_SUCCESS_STATUS
PAYMENT0019877,ACC0020484,BRW0007465,2026-06-03 18:01:42,TXN0000001558,91017.89,PENDING,UPI,VND0000013,0,NON_SUCCESS_STATUS
PAYMENT0024729,ACC0026453,BRW0001434,2026-06-03 18:24:38,TXN0000029961,119650.16,SUCCESS,NETBANKING,VND0000003,0,AMBIGUOUS_REFERENCE
PAYMENT0015025,ACC0005959,BRW0007781,2026-06-03 18:35:35,TXN0000011181,123847.39,REVERSED,NETBANKING,VND0000013,0,NON_SUCCESS_STATUS
PAYMENT0004708,ACC0001328,BRW0005960,2026-06-03 18:47:35,TXN0000007640,143925.32,FAILED,NETBANKING,VND0000012,0,NON_SUCCESS_STATUS
PAYMENT0023065,ACC0001340,BRW0007507,2026-06-03 18:54:07,TXN0000025796,76483.75,FAILED,NACH,VND0000006,0,NON_SUCCESS_STATUS
PAYMENT0007541,ACC0013316,BRW0011720,2026-06-03 18:57:33,TXN0000018649,141294.28,SUCCESS,CARD,VND0000001,0,AMBIGUOUS_REFERENCE
PAYMENT0021159,ACC0014929,BRW0003599,2026-06-03 19:19:54,TXN0000064356,84412.1,FAILED,NACH,VND0000011,0,NON_SUCCESS_STATUS
PAYMENT0020874,ACC0009387,BRW0000540,2026-06-03 19:23:57,TXN0000002426,130182.82,SUCCESS,UPI,VND0000004,0,AMBIGUOUS_REFERENCE
PAYMENT0007638,ACC0027680,BRW0009027,2026-06-03 19:34:23,TXN0000064983,128885.78,SUCCESS,UPI,VND0000004,0,AMBIGUOUS_REFERENCE
PAYMENT0019628,ACC0016847,BRW0007584,2026-06-03 20:07:31,TXN0000018611,83431.98,SUCCESS,NACH,VND0000012,0,AMBIGUOUS_REFERENCE
PAYMENT0001740,ACC0009747,BRW0006416,2026-06-03 20:36:56,TXN0000067793,56465.0,FAILED,NETBANKING,VND0000005,0,NON_SUCCESS_STATUS
PAYMENT0002609,ACC0004814,BRW0002199,2026-06-03 20:43:30,TXN0000036980,14271.85,SUCCESS,NETBANKING,VND0000007,0,AMBIGUOUS_REFERENCE
PAYMENT0009648,ACC0014238,BRW0009088,2026-06-03 21:21:57,TXN0000061387,65733.25,PENDING,UPI,VND0000004,0,NON_SUCCESS_STATUS
PAYMENT0021179,ACC0017658,BRW0007933,2026-06-03 21:29:49,TXN0000019165,140601.07,FAILED,CASH,VND0000012,0,NON_SUCCESS_STATUS
PAYMENT0023510,ACC0021876,BRW0001838,2026-06-03 21:58:40,TXN0000006879,11435.75,SUCCESS,NACH,VND0000011,0,AMBIGUOUS_REFERENCE
PAYMENT0007881,ACC0004375,BRW0004520,2026-06-03 22:11:10,TXN0000029887,77528.43,SUCCESS,CARD,VND0000015,0,AMBIGUOUS_REFERENCE
PAYMENT0010818,ACC0008567,BRW0011028,2026-06-03 22:52:44,TXN0000027442,5844.97,SUCCESS,NACH,VND0000003,0,AMBIGUOUS_REFERENCE
PAYMENT0005899,ACC0019454,BRW0005603,2026-06-03 23:04:50,TXN0000000092,95560.02,PENDING,UPI,VND0000011,0,NON_SUCCESS_STATUS
PAYMENT0011551,ACC0017823,BRW0010358,2026-06-03 23:29:40,TXN0000060834,135596.82,FAILED,NETBANKING,VND0000004,0,NON_SUCCESS_STATUS
PAYMENT0007363,ACC0023753,BRW0001577,2026-06-03 23:34:19,TXN0000058131,7931.55,FAILED,CASH,VND0000010,0,NON_SUCCESS_STATUS
PAYMENT0012191,ACC0001876,BRW0009722,2026-06-03 23:39:31,TXN0000069569,47098.17,PENDING,CASH,VND0000015,0,NON_SUCCESS_STATUS
PAYMENT0011782,ACC0028915,BRW0011854,2026-06-03 23:40:16,TXN0000033606,18228.69,SUCCESS,CARD,VND0000010,0,AMBIGUOUS_REFERENCE
PAYMENT0019643,ACC0014620,BRW0000716,2026-06-03 23:54:11,TXN0000048192,43625.92,FAILED,CARD,VND0000013,0,NON_SUCCESS_STATUS
PAYMENT0021664,ACC0012268,BRW0000296,2026-06-04 00:04:06,TXN0000055606,88389.61,SUCCESS,CARD,VND0000002,0,AMBIGUOUS_REFERENCE
PAYMENT0015302,ACC0025883,BRW0007941,2026-06-04 00:42:47,TXN0000053722,91681.9,FAILED,CARD,VND0000012,0,NON_SUCCESS_STATUS
PAYMENT0003191,ACC0007075,BRW0010456,2026-06-04 00:45:06,TXN0000063381,91083.69,SUCCESS,NETBANKING,VND0000003,0,AMBIGUOUS_REFERENCE
PAYMENT0013067,ACC0020065,BRW0007402,2026-06-04 01:28:48,TXN0000006381,16946.97,PENDING,UPI,VND0000005,0,NON_SUCCESS_STATUS
PAYMENT0005346,ACC0021560,BRW0000892,2026-06-04 01:37:31,TXN0000026215,121500.31,SUCCESS,CASH,VND0000003,0,AMBIGUOUS_REFERENCE
PAYMENT0022027,ACC0027317,BRW0009330,2026-06-04 01:40:00,TXN0000021715,3279.87,PENDING,UPI,VND0000001,0,NON_SUCCESS_STATUS
PAYMENT0024331,ACC0004024,BRW0007902,2026-06-04 01:54:22,TXN0000067426,41859.5,SUCCESS,NETBANKING,VND0000001,0,AMBIGUOUS_REFERENCE
PAYMENT0022955,ACC0025552,BRW0009479,2026-06-04 02:34:11,TXN0000053449,104049.29,SUCCESS,NETBANKING,VND0000006,0,AMBIGUOUS_REFERENCE
PAYMENT0010335,ACC0017868,BRW0002309,2026-06-04 02:48:36,TXN0000048723,36196.04,PENDING,CARD,VND0000009,0,NON_SUCCESS_STATUS
PAYMENT0013980,ACC0010728,BRW0003486,2026-06-04 03:49:41,TXN0000041722,32483.79,SUCCESS,NACH,VND0000006,0,AMBIGUOUS_REFERENCE
PAYMENT0022755,ACC0026637,BRW0000493,2026-06-04 04:09:35,TXN0000061618,124093.81,REVERSED,CARD,VND0000001,0,NON_SUCCESS_STATUS
PAYMENT0022571,ACC0010938,BRW0008199,2026-06-04 05:08:40,TXN0000018742,9879.76,SUCCESS,CARD,VND0000015,0,AMBIGUOUS_REFERENCE
PAYMENT0009916,ACC0005731,BRW0007950,2026-06-04 05:11:44,TXN0000036815,91865.32,REVERSED,CASH,VND0000002,0,NON_SUCCESS_STATUS
PAYMENT0006905,ACC0018538,BRW0006497,2026-06-04 05:53:34,TXN0000006623,128152.02,REVERSED,NACH,VND0000006,0,NON_SUCCESS_STATUS
PAYMENT0022092,ACC0000735,BRW0007644,2026-06-04 05:57:30,TXN0000044676,22024.92,SUCCESS,NETBANKING,VND0000008,0,AMBIGUOUS_REFERENCE
PAYMENT0005627,ACC0001501,BRW0002851,2026-06-04 06:27:19,TXN0000028428,95192.69,FAILED,NACH,VND0000004,0,NON_SUCCESS_STATUS
PAYMENT0015253,ACC0006661,BRW0001973,2026-06-04 06:59:07,TXN0000034710,117561.51,PENDING,NACH,VND0000007,0,NON_SUCCESS_STATUS
PAYMENT0020569,ACC0026215,BRW0007413,2026-06-04 07:04:17,TXN0000052751,39575.1,SUCCESS,UPI,VND0000014,0,AMBIGUOUS_REFERENCE
PAYMENT0017296,ACC0011839,BRW0004869,2026-06-04 07:13:39,TXN0000062131,135833.32,FAILED,NETBANKING,VND0000006,0,NON_SUCCESS_STATUS
PAYMENT0001576,ACC0015543,BRW0009562,2026-06-04 07:15:18,TXN0000016981,112161.15,SUCCESS,NETBANKING,VND0000003,0,AMBIGUOUS_REFERENCE
PAYMENT0010872,ACC0026620,BRW0001377,2026-06-04 07:36:52,TXN0000010555,113877.36,SUCCESS,NACH,VND0000002,0,AMBIGUOUS_REFERENCE
PAYMENT0022214,ACC0028282,BRW0002302,2026-06-04 08:07:29,TXN0000005120,76994.74,SUCCESS,CASH,VND0000015,0,AMBIGUOUS_REFERENCE
PAYMENT0013117,ACC0026036,BRW0008084,2026-06-04 08:11:53,TXN0000009823,53326.99,SUCCESS,NACH,VND0000002,0,AMBIGUOUS_REFERENCE
PAYMENT0017827,ACC0003978,BRW0006433,2026-06-04 09:14:53,TXN0000001730,62476.01,FAILED,NETBANKING,VND0000004,0,NON_SUCCESS_STATUS
PAYMENT0000135,ACC0025827,BRW0001601,2026-06-04 09:45:32,TXN0000066232,113857.83,FAILED,CASH,VND0000004,0,NON_SUCCESS_STATUS
PAYMENT0024475,ACC0018989,BRW0006661,2026-06-04 11:18:45,TXN0000020542,148995.14,FAILED,UPI,VND0000013,0,NON_SUCCESS_STATUS
PAYMENT0010501,ACC0003623,BRW0003646,2026-06-04 11:54:22,TXN0000041641,19498.15,SUCCESS,NACH,VND0000011,0,AMBIGUOUS_REFERENCE
PAYMENT0021330,ACC0014773,BRW0011524,2026-06-04 11:58:58,TXN0000003432,74177.49,REVERSED,NACH,VND0000009,0,NON_SUCCESS_STATUS
PAYMENT0000167,ACC0019546,BRW0002587,2026-06-04 12:08:07,TXN0000034390,18063.92,PENDING,CARD,VND0000015,0,NON_SUCCESS_STATUS
PAYMENT0022695,ACC0011350,BRW0007511,2026-06-04 12:32:02,TXN0000041641,79293.03,FAILED,NETBANKING,VND0000014,0,NON_SUCCESS_STATUS
PAYMENT0000782,ACC0003115,BRW0002043,2026-06-04 12:36:56,TXN0000048259,23600.57,PENDING,UPI,VND0000012,0,NON_SUCCESS_STATUS
PAYMENT0013039,ACC0026611,BRW0008447,2026-06-04 13:34:47,TXN0000060613,23862.85,FAILED,CARD,VND0000013,0,NON_SUCCESS_STATUS
PAYMENT0007130,ACC0003437,BRW0004691,2026-06-04 14:06:04,TXN0000028650,103544.04,FAILED,NETBANKING,VND0000008,0,NON_SUCCESS_STATUS
PAYMENT0002912,ACC0009730,BRW0002859,2026-06-04 14:06:19,TXN0000008246,122397.6,SUCCESS,CARD,VND0000001,0,AMBIGUOUS_REFERENCE
PAYMENT0019902,ACC0025299,BRW0008344,2026-06-04 14:25:10,TXN0000067257,30675.72,SUCCESS,CASH,VND0000006,0,AMBIGUOUS_REFERENCE
PAYMENT0021178,ACC0021259,BRW0007869,2026-06-04 15:20:02,TXN0000020662,94478.96,FAILED,UPI,VND0000003,0,NON_SUCCESS_STATUS
PAYMENT0024292,ACC0009328,BRW0009949,2026-06-04 15:31:54,TXN0000048227,107565.16,REVERSED,UPI,VND0000009,0,NON_SUCCESS_STATUS
PAYMENT0023501,ACC0025767,BRW0007557,2026-06-04 16:37:25,TXN0000031823,53615.08,FAILED,CARD,VND0000009,0,NON_SUCCESS_STATUS
PAYMENT0003693,ACC0005891,BRW0006758,2026-06-04 16:42:33,TXN0000044184,128117.52,FAILED,NETBANKING,VND0000005,0,NON_SUCCESS_STATUS
PAYMENT0020126,ACC0008369,BRW0008995,2026-06-04 16:44:47,TXN0000040751,63853.5,FAILED,UPI,VND0000007,0,NON_SUCCESS_STATUS
PAYMENT0020603,ACC0007692,BRW0011148,2026-06-04 17:06:41,TXN0000004484,123393.26,REVERSED,CARD,VND0000008,0,NON_SUCCESS_STATUS
PAYMENT0024536,ACC0012117,BRW0007550,2026-06-04 17:38:44,TXN0000010566,101761.47,SUCCESS,NACH,VND0000010,0,AMBIGUOUS_REFERENCE
PAYMENT0006401,ACC0023694,BRW0002530,2026-06-04 17:39:42,TXN0000003087,71254.54,REVERSED,CARD,VND0000015,0,NON_SUCCESS_STATUS
PAYMENT0005673,ACC0020513,BRW0011964,2026-06-04 17:47:27,TXN0000012011,82369.09,FAILED,CARD,VND0000002,0,NON_SUCCESS_STATUS
PAYMENT0008310,ACC0004881,BRW0009949,2026-06-04 17:47:56,TXN0000035620,141318.34,FAILED,CARD,VND0000003,0,NON_SUCCESS_STATUS
PAYMENT0012870,ACC0017389,BRW0007492,2026-06-04 18:27:48,TXN0000058304,65627.88,FAILED,CARD,VND0000007,0,NON_SUCCESS_STATUS
PAYMENT0015981,ACC0003102,BRW0004804,2026-06-04 19:08:18,TXN0000034804,102483.36,FAILED,NACH,VND0000001,0,NON_SUCCESS_STATUS
PAYMENT0006726,ACC0011258,BRW0000433,2026-06-04 19:12:29,TXN0000007609,2025.25,SUCCESS,CARD,VND0000006,0,AMBIGUOUS_REFERENCE
PAYMENT0007666,ACC0004450,BRW0001616,2026-06-04 19:26:07,TXN0000054570,80738.05,SUCCESS,NETBANKING,VND0000004,0,AMBIGUOUS_REFERENCE
PAYMENT0005767,ACC0027761,BRW0000595,2026-06-04 19:30:35,TXN0000043891,67549.31,FAILED,CASH,VND0000013,0,NON_SUCCESS_STATUS
PAYMENT0001792,ACC0013377,BRW0002281,2026-06-04 20:27:47,TXN0000023165,73523.63,PENDING,CASH,VND0000003,0,NON_SUCCESS_STATUS
PAYMENT0023642,ACC0012717,BRW0007093,2026-06-04 20:45:14,TXN0000033187,106226.27,PENDING,UPI,VND0000012,0,NON_SUCCESS_STATUS
PAYMENT0010897,ACC0021714,BRW0006511,2026-06-04 21:01:31,TXN0000056484,11832.43,SUCCESS,UPI,VND0000012,0,AMBIGUOUS_REFERENCE
PAYMENT0020663,ACC0007389,BRW0008807,2026-06-04 21:06:53,TXN0000026515,34935.28,SUCCESS,CASH,VND0000010,0,AMBIGUOUS_REFERENCE
PAYMENT0000229,ACC0019816,BRW0006979,2026-06-04 21:30:26,TXN0000018061,58599.0,REVERSED,CARD,VND0000011,0,NON_SUCCESS_STATUS
PAYMENT0007342,ACC0001439,BRW0007529,2026-06-04 22:38:36,TXN0000045252,89768.16,PENDING,CARD,VND0000001,0,NON_SUCCESS_STATUS
PAYMENT0012991,ACC0007314,BRW0010259,2026-06-04 23:12:52,TXN0000013138,92253.95,PENDING,CARD,VND0000014,0,NON_SUCCESS_STATUS
PAYMENT0024491,ACC0004952,BRW0005635,2026-06-04 23:28:37,TXN0000044355,126037.76,SUCCESS,CARD,VND0000002,0,AMBIGUOUS_REFERENCE
PAYMENT0009238,ACC0007827,BRW0000950,2026-06-04 23:37:48,TXN0000006936,42294.71,SUCCESS,NACH,VND0000003,0,AMBIGUOUS_REFERENCE
PAYMENT0019764,ACC0011498,BRW0006951,2026-06-04 23:55:08,TXN0000009277,5602.91,PENDING,CARD,VND0000015,0,NON_SUCCESS_STATUS
PAYMENT0012891,ACC0007353,BRW0011565,2026-06-04 23:55:13,TXN0000054663,129894.07,FAILED,CARD,VND0000008,0,NON_SUCCESS_STATUS
PAYMENT0021463,ACC0013674,BRW0003446,2026-06-04 23:56:02,TXN0000059449,56799.14,SUCCESS,CARD,VND0000004,0,AMBIGUOUS_REFERENCE
PAYMENT0013527,ACC0014560,BRW0006406,2026-06-05 00:23:26,TXN0000049410,28810.53,SUCCESS,NETBANKING,VND0000003,0,AMBIGUOUS_REFERENCE
PAYMENT0010599,ACC0002104,BRW0006959,2026-06-05 00:52:33,TXN0000032526,21627.52,SUCCESS,UPI,VND0000011,0,AMBIGUOUS_REFERENCE
PAYMENT0016040,ACC0000361,BRW0001513,2026-06-05 01:45:32,TXN0000004744,49427.51,PENDING,CASH,VND0000013,0,NON_SUCCESS_STATUS
PAYMENT0019112,ACC0013936,BRW0001232,2026-06-05 01:54:07,TXN0000063269,18686.53,FAILED,CASH,VND0000009,0,NON_SUCCESS_STATUS
PAYMENT0011487,ACC0020103,BRW0000974,2026-06-05 02:20:52,TXN0000031474,78228.85,FAILED,CARD,VND0000009,0,NON_SUCCESS_STATUS
PAYMENT0004339,ACC0016202,BRW0002683,2026-06-05 03:44:42,TXN0000039483,140691.8,REVERSED,NETBANKING,VND0000013,0,NON_SUCCESS_STATUS
PAYMENT0015720,ACC0007221,BRW0004180,2026-06-05 05:46:26,TXN0000039353,62780.84,PENDING,UPI,VND0000014,0,NON_SUCCESS_STATUS
PAYMENT0021714,ACC0014611,BRW0000231,2026-06-05 05:55:16,TXN0000000575,74861.19,FAILED,NETBANKING,VND0000003,0,NON_SUCCESS_STATUS
PAYMENT0013646,ACC0018592,BRW0001520,2026-06-05 06:00:34,TXN0000045402,26963.28,SUCCESS,UPI,VND0000013,0,AMBIGUOUS_REFERENCE
PAYMENT0021818,ACC0002739,BRW0001680,2026-06-05 06:12:28,TXN0000065248,87918.95,SUCCESS,CARD,VND0000009,0,AMBIGUOUS_REFERENCE
PAYMENT0007833,ACC0001718,BRW0001517,2026-06-05 06:20:55,TXN0000021606,102629.61,SUCCESS,UPI,VND0000005,0,AMBIGUOUS_REFERENCE
PAYMENT0000183,ACC0022299,BRW0010560,2026-06-05 07:46:30,TXN0000061872,49876.9,SUCCESS,NACH,VND0000012,0,AMBIGUOUS_REFERENCE
PAYMENT0018726,ACC0024154,BRW0001348,2026-06-05 09:39:01,TXN0000018707,92262.3,PENDING,NACH,VND0000009,0,NON_SUCCESS_STATUS
PAYMENT0014399,ACC0016866,BRW0003179,2026-06-05 10:41:43,TXN0000038179,107378.92,FAILED,CASH,VND0000002,0,NON_SUCCESS_STATUS
PAYMENT0004148,ACC0004887,BRW0005154,2026-06-05 11:23:30,TXN0000051995,40482.69,SUCCESS,NETBANKING,VND0000007,0,AMBIGUOUS_REFERENCE
PAYMENT0024129,ACC0001274,BRW0004059,2026-06-05 11:25:59,TXN0000004526,47806.89,REVERSED,NACH,VND0000007,0,NON_SUCCESS_STATUS
PAYMENT0001227,ACC0027525,BRW0002246,2026-06-05 11:48:56,TXN0000013970,87308.36,FAILED,NETBANKING,VND0000011,0,NON_SUCCESS_STATUS
PAYMENT0001127,ACC0003928,BRW0003320,2026-06-05 13:07:32,TXN0000038604,82036.33,REVERSED,UPI,VND0000005,0,NON_SUCCESS_STATUS
PAYMENT0023794,ACC0024947,BRW0011299,2026-06-05 14:03:28,TXN0000028144,78830.08,REVERSED,UPI,VND0000003,0,NON_SUCCESS_STATUS
PAYMENT0008440,ACC0013431,BRW0010099,2026-06-05 14:10:31,TXN0000021141,27165.57,PENDING,CARD,VND0000002,0,NON_SUCCESS_STATUS
PAYMENT0004850,ACC0021843,BRW0005687,2026-06-05 14:23:39,TXN0000060029,149980.02,FAILED,CARD,VND0000014,0,NON_SUCCESS_STATUS
PAYMENT0010794,ACC0005864,BRW0009529,2026-06-05 14:28:49,TXN0000045596,63076.66,SUCCESS,UPI,VND0000011,0,AMBIGUOUS_REFERENCE
PAYMENT0019456,ACC0005584,BRW0008281,2026-06-05 14:37:35,TXN0000058238,101926.04,REVERSED,CASH,VND0000006,0,NON_SUCCESS_STATUS
PAYMENT0010828,ACC0003806,BRW0006007,2026-06-05 15:16:12,TXN0000048310,108075.73,REVERSED,UPI,VND0000003,0,NON_SUCCESS_STATUS
